-1	8531	5197	0	8531
-1	8129	5207	0	8129
-1	8294	5217	0	8294
-1	8210	5229	0	8210
-1	8320	5301	0	8320
-1	8394	5307	0	8394
-1	8383	5313	0	8383
-1	8613	5323	0	8613
-1	8646	5386	0	8646
-1	8571	5393	0	8571
-2	8555	5405	0	8555
-2	8619	5474	0	8619
-2	8504	5480	0	8504
-2	8452	5487	0	8452
-2	8533	5499	0	8533
-2	8672	5561	0	8672
-2	8667	5569	0	8667
-2	8510	5581	0	8510
-2	8367	5648	0	8367
-2	8496	5654	0	8496
-2	8396	5663	0	8396
-2	8373	5675	0	8373
-2	8254	5744	0	8254
-2	8537	5750	0	8537
-2	8377	5757	0	8377
-2	8473	5827	0	8473
-2	8438	5833	0	8438
-2	8412	5839	0	8412
-2	8470	5851	0	8470
-2	8576	5916	0	8576
-1	8325	5925	0.111111111	8325
-1	8427	5933	0	8427
-1	8529	5995	0	8529
-1	8486	6001	0	8486
-1	8539	6008	0	8539
-1	8538	6071	0	8538
-1	8606	6077	0	8606
-1	8551	6086	0	8551
-1	8559	6097	0	8559
-1	8421	6160	0	8421
-1	8523	6168	0	8523
-1	8499	6179	0	8499
-1	8447	6253	0	8447
-2	8309	6260	-0.142857143	8309
-2	8277	6266	0	8277
-2	8230	6336	0	8230
-2	8513	6342	0	8513
-2	8632	6348	0	8632
-2	8409	6423	0	8409
-2	8379	6429	0	8379
-2	8454	6438	0	8454
-2	8327	6497	0	8327
-2	8523	6503	0	8523
-2	8545	6509	0	8545
-2	8497	6520	0	8497
-2	8452	6580	0	8452
-2	8536	6590	0	8536
-2	8510	6602	0	8510
-2	8346	6644	0	8346
-2	8409	6651	0	8409
-2	8427	6664	0	8427
-2	8459	6702	0	8459
-2	8567	6709	0	8567
-2	8598	6719	0	8598
-2	8599	6760	0	8599
-1	8475	6766	0.166666667	8475
-1	8514	6778	0	8514
-1	8489	6819	0	8489
-1	8388	6825	0	8388
-1	8463	6837	0	8463
-1	8368	6878	0	8368
-1	8435	6885	0	8435
-1	8408	6895	0	8408
-1	8416	6907	0	8416
-1	8579	6942	0	8579
-1	8416	6954	0	8416
-1	8271	6966	0	8271
-1	8449	7006	0	8449
-1	8350	7012	0	8350
-1	8308	7018	0	8308
-1	8357	7054	0	8357
-1	8535	7060	0	8535
-1	8541	7071	0	8541
-1	8425	7113	0	8425
-1	8237	7119	0	8237
-1	8441	7130	0	8441
-1	8386	7172	0	8386
-1	8352	7179	0	8352
-1	8388	7189	0	8388
-1	8392	7200	0	8392
-1	8390	7241	0	8390
-1	8365	7247	0	8365
-1	8346	7259	0	8346
-1	8332	7301	0	8332
-1	8520	7307	0	8520
-1	8457	7318	0	8457
-1	8266	7359	0	8266
-1	8602	7365	0	8602
-1	8647	7376	0	8647
-1	8412	7417	0	8412
-2	8470	7423	-0.166666667	8470
-2	8434	7429	0	8434
-2	8378	7465	0	8378
-3	8488	7471	-0.166666667	8488
-3	8607	7482	0	8607
-4	8571	7494	-0.083333333	8571
-5	8155	7531	-0.027027027	8155
-5	8346	7540	0	8346
-5	8399	7552	0	8399
-6	8382	7596	-0.022727273	8382
-7	8421	7603	-0.142857143	8421
-7	8210	7611	0	8210
-7	8324	7626	0	8324
-7	8466	7634	0	8466
-7	8432	7646	0	8432
-7	8472	7669	0	8472
-7	8546	7675	0	8546
-7	8571	7681	0	8571
-7	8359	7717	0	8359
-7	8386	7723	0	8386
-7	8379	7733	0	8379
-7	8324	7740	0	8324
-7	8295	7752	0	8295
-7	8415	7763	0	8415
-7	8461	7775	0	8461
-7	8356	7787	0	8356
-7	8228	7799	0	8228
-7	8496	7810	0	8496
-7	8535	7822	0	8535
-8	8411	7834	-0.083333333	8411
-8	8251	7846	0	8251
-8	8317	7857	0	8317
-8	8464	7869	0	8464
-9	8265	7881	-0.083333333	8265
-9	8388	7892	0	8388
-10	8522	7904	-0.083333333	8522
-10	8311	7916	0	8311
-10	8323	7928	0	8323
-11	8304	7939	-0.090909091	8304
-11	8330	7951	0	8330
-12	8335	7963	-0.083333333	8335
-12	8291	7975	0	8291
-13	8284	7986	-0.090909091	8284
-13	8430	7998	0	8430
-14	8597	8010	-0.083333333	8597
